Category,Gold,Silver,Platinum,Rhodium,Nickel,Tin,Lithium,Aluminum,Carbon,Profit ($),Recovery_Status,Recyclable,Non_Recyclable
1,4.89,5.74,3.24,3.59,8.63,7.04,7.49,2.03,4.61,417,0,0,1
2,4.65,7.85,8.15,4.41,1.67,8.35,4.42,2.07,8.37,669,1,0,1
0,9.78,6.89,4.63,4.12,4.07,2.63,1.59,4.23,9.58,732,1,0,1
3,4.82,7.92,5.27,8.71,5.45,8.71,7.2,7.39,9.5,523,1,0,1
1,5.6,9.0,7.64,7.98,7.16,6.29,4.52,5.34,3.18,689,1,0,1
2,4.55,7.06,6.93,2.76,2.07,8.75,4.02,9.13,2.15,599,1,0,1
2,9.19,0.36,6.42,9.62,2.89,1.93,3.29,6.81,8.98,795,1,0,1
2,2.84,0.68,4.44,8.41,3.19,1.6,5.9,9.91,8.92,377,0,0,1
3,6.84,8.34,9.78,2.24,7.65,2.64,2.33,7.21,7.14,865,1,0,1
1,9.86,1.4,6.99,4.59,9.72,6.75,7.19,2.4,9.55,860,1,0,1
3,7.86,2.11,3.42,4.03,2.08,8.86,8.71,7.65,1.69,570,1,0,1
2,1.56,0.63,8.21,7.22,2.65,9.94,4.23,8.09,2.9,517,1,0,1
1,0.38,1.96,5.19,2.78,9.09,9.32,1.72,5.69,8.88,298,0,1,0
0,5.14,4.82,4.52,3.02,8.6,8.59,2.08,8.05,2.4,497,0,0,1
2,6.79,1.1,6.57,1.36,5.68,2.19,4.7,7.43,3.46,686,1,0,1
3,3.66,8.26,3.61,5.66,0.91,3.34,7.88,4.81,4.63,378,0,0,1
3,9.29,1.21,7.3,4.76,3.47,2.75,4.83,3.64,7.48,848,1,0,1
0,3.99,0.47,4.61,2.85,0.23,0.37,2.43,5.22,4.55,443,0,0,1
0,2.38,8.14,3.79,0.78,5.76,6.51,4.09,3.03,6.94,324,0,0,1
2,9.57,3.68,1.75,5.47,2.21,1.87,3.31,5.52,3.66,566,1,0,1
3,4.5,1.27,3.83,5.45,5.94,8.93,4.14,9.74,1.14,427,0,0,1
3,7.64,4.49,9.87,3.15,7.1,3.51,7.68,8.24,9.91,906,1,0,1
2,6.22,2.51,3.19,3.04,3.5,9.47,5.84,1.48,9.43,478,0,0,1
2,2.75,5.88,4.75,9.39,7.56,0.87,1.22,8.41,3.97,393,0,0,1
0,3.45,8.6,4.34,5.99,4.36,5.03,1.29,8.44,2.27,407,0,0,1
1,3.91,8.97,2.93,7.53,5.67,3.57,1.24,0.3,7.0,354,0,0,1
1,3.17,7.29,3.41,9.32,0.73,1.51,7.58,7.25,1.94,342,0,0,1
1,7.37,3.4,1.91,6.39,9.53,0.97,5.8,3.46,0.59,466,0,0,1
2,8.58,9.02,9.48,9.94,9.37,9.94,7.19,5.48,5.41,935,1,0,1
2,5.28,7.88,0.51,3.16,5.29,5.91,5.84,3.54,7.42,291,0,1,0
1,2.79,8.77,3.35,1.46,9.57,2.19,1.94,7.09,3.41,321,0,0,1
2,1.35,4.5,3.61,8.3,5.89,9.84,9.46,3.85,7.49,262,0,1,0
0,9.77,6.33,5.8,5.81,5.91,5.7,0.75,1.89,4.43,794,1,0,1
2,3.51,3.01,3.09,2.2,6.35,3.47,2.96,9.58,9.6,339,0,0,1
1,1.66,2.14,6.04,2.13,4.31,9.38,6.25,3.4,0.86,406,0,0,1
2,5.51,1.05,4.35,8.09,9.74,9.06,5.96,0.44,5.78,504,1,0,1
2,7.35,5.43,4.49,0.63,3.09,9.16,6.56,1.52,6.11,605,1,0,1
0,3.53,8.3,0.75,3.65,3.08,7.87,6.18,3.08,2.72,218,0,1,0
2,0.27,3.83,1.89,7.06,3.99,9.23,4.38,2.1,2.41,116,0,1,0
3,6.3,8.47,6.42,0.55,8.85,5.23,0.34,4.47,6.46,658,1,0,1
0,7.95,1.04,6.36,1.38,3.93,4.97,5.97,0.58,3.86,732,1,0,1
0,5.89,8.73,8.65,8.16,2.68,8.18,1.43,3.58,3.38,758,1,0,1
3,8.37,6.99,2.05,4.72,5.57,5.68,6.7,0.79,5.23,525,1,0,1
0,8.52,2.62,8.41,7.89,9.09,0.86,4.81,1.85,1.8,870,1,0,1
0,2.49,8.51,5.46,5.62,2.08,3.44,5.94,6.11,1.7,419,0,0,1
2,9.61,2.86,7.04,3.4,3.76,4.31,7.87,3.46,5.99,851,1,0,1
3,4.27,7.34,4.77,3.83,5.74,0.56,1.33,5.61,2.63,469,0,0,1
2,0.68,9.32,5.71,6.77,2.03,3.07,0.76,7.0,7.59,344,0,0,1
0,8.6,3.24,8.94,0.44,7.4,5.39,8.64,8.71,1.77,903,1,0,1
0,1.18,5.3,8.94,3.89,6.08,3.4,5.93,6.74,2.05,540,1,0,1
0,7.87,4.31,2.62,7.62,8.95,4.96,4.64,3.19,8.52,529,1,0,1
2,9.64,2.94,1.48,8.44,4.14,6.07,3.85,3.55,7.9,554,1,0,1
1,9.2,3.35,2.39,7.8,5.87,5.0,3.12,1.03,2.9,582,1,0,1
2,7.73,5.67,1.36,3.32,0.84,5.17,5.95,2.22,6.8,456,0,0,1
2,1.84,1.82,9.78,5.0,6.58,0.82,0.7,4.74,7.0,615,1,0,1
1,3.35,3.34,9.74,9.94,4.35,6.84,9.68,5.69,1.27,688,1,0,1
2,6.03,1.99,5.88,4.72,7.3,9.91,8.09,9.57,3.66,612,1,0,1
2,4.57,0.47,5.51,8.45,4.83,0.82,3.75,3.17,4.59,520,1,0,1
0,1.75,3.4,5.02,5.62,9.24,2.65,6.41,0.38,4.78,357,0,0,1
3,8.87,6.81,4.64,7.82,5.8,2.48,0.47,7.69,4.41,688,1,0,1
0,9.64,2.51,2.92,8.5,4.93,1.61,2.41,7.92,1.48,631,1,0,1
2,0.6,7.87,5.75,0.99,9.32,8.04,9.86,5.2,8.53,342,0,0,1
3,6.36,9.81,2.22,2.22,2.77,2.49,6.82,6.9,2.26,437,0,0,1
3,4.23,9.17,6.94,9.55,7.72,3.18,2.41,6.64,6.48,585,1,0,1
2,6.12,1.91,7.17,2.39,3.59,5.34,9.73,1.33,1.84,686,1,0,1
0,9.54,0.79,8.2,2.07,4.33,2.99,3.16,7.78,2.64,908,1,0,1
2,8.36,7.88,4.98,9.26,2.42,6.51,6.51,6.38,6.78,682,1,0,1
1,2.66,0.67,4.59,9.01,2.06,2.22,4.99,8.45,1.01,377,0,0,1
1,2.06,7.6,0.75,5.25,5.45,9.68,7.86,4.49,2.15,146,0,1,0
2,8.66,3.78,0.56,9.94,3.2,5.67,4.56,4.75,5.99,457,0,0,1
2,1.76,5.71,3.3,8.04,9.38,9.52,1.7,8.98,1.52,266,0,1,0
0,4.19,4.13,7.51,7.63,3.44,9.6,2.32,3.76,0.28,610,1,0,1
3,4.75,2.23,3.14,8.83,9.3,8.89,1.09,2.79,5.43,403,0,0,1
1,4.03,6.84,9.82,2.54,2.82,0.44,1.44,6.56,5.6,728,1,0,1
2,1.53,5.44,3.52,4.5,4.68,2.75,4.9,3.13,2.67,267,0,1,0
0,5.26,3.54,6.5,2.1,8.51,0.52,0.61,0.36,7.32,608,1,0,1
1,9.09,7.62,3.62,7.47,3.19,5.78,5.48,9.0,7.71,645,1,0,1
1,5.98,0.43,5.81,4.01,3.75,5.68,8.76,8.64,9.05,605,1,0,1
3,7.66,7.76,7.68,9.7,9.99,5.87,3.05,4.91,1.18,792,1,0,1
0,3.13,9.86,2.89,3.53,3.85,0.71,7.24,8.23,2.04,314,0,0,1
2,8.36,9.59,0.4,8.42,3.42,7.99,1.66,3.85,4.74,437,0,0,1
1,5.08,5.25,3.0,7.96,4.08,6.79,6.5,6.55,0.41,413,0,0,1
0,1.69,3.91,8.82,1.91,9.74,9.42,6.7,5.18,3.36,558,1,0,1
2,2.05,0.65,6.01,3.73,4.22,3.28,1.03,1.5,6.29,423,0,0,1
1,5.58,1.21,2.53,3.79,6.71,9.08,6.6,9.65,7.48,410,0,0,1
0,9.46,7.15,2.9,4.35,5.3,2.32,3.34,3.82,2.46,624,1,0,1
3,9.31,3.1,5.41,5.71,5.56,6.4,4.83,4.69,6.5,749,1,0,1
2,0.76,8.04,4.82,2.99,0.81,6.39,9.56,2.85,7.85,300,0,1,0
3,2.05,4.1,1.36,6.96,1.36,2.74,7.95,8.82,9.8,176,0,1,0
2,8.79,8.62,6.22,3.21,0.76,8.87,5.36,6.72,7.83,770,1,0,1
2,2.2,7.18,3.21,4.58,8.85,8.01,4.33,9.49,9.53,284,0,1,0
0,5.88,9.64,7.45,3.8,0.72,8.91,5.6,3.82,2.95,693,1,0,1
0,3.24,8.22,9.64,3.19,9.22,4.88,4.35,0.8,3.49,680,1,0,1
0,1.63,3.61,8.23,2.34,3.08,5.94,0.85,4.26,5.56,523,1,0,1
1,5.02,8.96,2.95,8.66,6.92,6.98,9.64,1.32,1.43,410,0,0,1
0,5.87,1.38,9.77,5.46,5.92,4.73,9.24,5.11,6.54,812,1,0,1
3,9.39,1.65,2.71,9.73,9.19,5.56,4.75,8.9,3.01,607,1,0,1
3,3.25,4.33,1.55,0.2,6.9,7.73,2.13,7.52,4.89,245,0,1,0
2,6.04,3.1,4.08,8.5,5.22,7.05,3.78,5.44,2.54,517,1,0,1
2,5.49,7.14,3.49,7.7,1.06,3.23,6.62,0.59,5.86,460,0,0,1
2,2.61,2.58,5.53,3.47,7.94,0.88,8.51,3.62,8.58,426,0,0,1
2,3.81,5.4,5.25,1.14,7.01,1.12,1.41,6.19,5.8,471,0,0,1
0,6.77,4.86,4.35,7.3,7.69,1.49,3.62,2.54,1.03,568,1,0,1
3,0.95,4.63,8.92,4.54,2.89,9.35,1.32,1.0,2.07,527,1,0,1
1,3.99,1.54,0.32,4.43,2.73,5.88,8.22,0.63,1.99,214,0,1,0
2,1.83,2.49,9.37,2.63,5.26,5.47,9.25,7.66,1.78,593,1,0,1
0,9.23,9.15,3.43,7.8,8.59,2.97,7.24,5.51,8.47,642,1,0,1
2,2.22,3.58,1.19,4.5,2.29,0.57,7.51,4.81,0.8,174,0,1,0
1,6.58,0.42,0.28,8.92,1.7,8.91,5.65,8.94,7.38,338,0,0,1
2,9.12,7.54,4.52,2.63,0.36,9.72,0.3,5.85,7.67,694,1,0,1
2,4.89,8.58,7.98,7.6,2.81,1.44,7.61,1.86,8.24,672,1,0,1
3,7.78,7.8,6.91,7.46,5.79,4.12,1.18,4.55,6.25,757,1,0,1
1,9.72,6.48,8.93,1.16,2.21,4.31,8.9,3.11,4.93,959,1,0,1
2,2.89,3.82,9.94,8.77,6.08,1.31,8.26,6.19,0.33,676,1,0,1
2,4.28,8.18,7.93,8.35,4.63,6.78,6.15,9.27,6.02,640,1,0,1
0,6.28,3.78,5.45,7.16,2.55,2.35,2.25,1.99,0.95,602,1,0,1
2,4.32,8.04,1.8,6.93,3.22,4.99,4.76,6.32,3.4,313,0,0,1
1,2.86,5.41,7.2,1.0,1.97,7.43,7.05,1.83,9.09,529,1,0,1
2,4.84,2.48,3.23,0.73,5.05,7.67,4.64,2.19,9.62,412,0,0,1
1,1.46,2.5,4.01,1.35,2.58,2.57,1.66,5.76,3.39,288,0,1,0
2,1.05,7.01,2.6,1.11,4.64,1.53,3.97,5.27,1.83,195,0,1,0
2,1.33,1.31,8.66,6.4,7.88,0.2,9.92,4.61,1.95,530,1,0,1
2,0.58,2.98,4.65,3.41,1.48,2.74,9.02,5.17,3.64,279,0,1,0
2,5.33,0.2,3.27,6.11,1.78,6.99,4.84,1.02,6.72,437,0,0,1
3,7.18,0.62,4.51,0.9,8.33,9.99,2.42,6.19,5.88,595,1,0,1
2,7.42,7.61,0.99,2.91,5.68,7.47,2.58,4.64,5.4,422,0,0,1
3,7.66,0.87,8.21,0.54,2.24,0.9,0.65,3.67,2.28,816,1,0,1
1,0.76,0.17,8.73,1.65,3.41,9.03,7.8,6.13,8.56,505,1,0,1
0,4.92,4.91,3.87,9.11,9.75,0.68,3.48,1.29,9.72,452,0,0,1
0,1.42,7.6,7.72,0.31,3.35,4.34,5.53,0.8,3.92,487,0,0,1
3,0.24,8.3,9.55,8.57,6.32,4.79,1.75,2.79,8.74,528,1,0,1
3,4.35,2.02,2.22,4.05,6.48,3.21,6.77,6.76,9.0,334,0,0,1
3,5.04,6.67,5.5,7.12,9.83,2.94,2.57,2.86,9.71,546,1,0,1
3,6.93,7.51,3.41,1.22,0.71,5.62,3.45,1.66,3.54,527,1,0,1
2,0.81,9.69,5.77,0.58,3.07,5.43,4.4,3.69,6.87,354,0,0,1
3,9.97,9.69,7.9,8.6,8.94,7.12,1.96,8.77,9.27,918,1,0,1
0,9.59,4.55,3.09,9.02,6.72,9.69,0.5,2.1,8.95,639,1,0,1
3,3.23,4.96,6.4,1.28,5.31,7.22,7.0,3.85,6.16,504,1,0,1
0,7.04,5.6,5.94,8.46,10.0,2.27,6.43,6.79,8.92,667,1,0,1
1,9.86,1.01,3.13,2.79,1.73,4.79,5.3,3.82,4.04,652,1,0,1
1,3.1,3.59,1.82,0.8,3.98,3.65,8.87,4.52,1.15,252,0,1,0
0,2.55,0.46,9.47,6.99,0.66,5.91,4.68,8.53,1.51,633,1,0,1
3,3.09,8.17,4.83,3.34,3.62,9.06,5.82,0.93,5.32,415,0,0,1
2,5.92,8.13,0.38,3.05,4.87,5.29,5.03,3.89,0.9,316,0,0,1
2,5.08,1.4,4.54,2.8,8.92,0.49,8.77,1.4,9.37,493,0,0,1
3,6.36,4.96,8.03,7.55,3.12,3.66,8.73,3.68,4.85,745,1,0,1
0,6.79,7.71,2.89,7.54,5.43,6.03,4.17,4.27,6.69,493,0,0,1
0,6.54,3.7,4.62,7.28,2.8,7.36,8.95,3.22,3.27,571,1,0,1
2,2.19,4.88,2.78,4.92,8.2,0.86,9.25,4.45,4.33,259,0,1,0
2,5.16,3.53,2.27,9.0,1.13,3.99,9.54,1.33,8.49,377,0,0,1
3,0.75,4.25,1.25,1.93,7.61,8.72,9.36,8.19,4.52,106,0,1,0
3,7.35,4.58,6.27,3.81,0.16,4.26,1.68,3.92,6.24,699,1,0,1
3,6.16,9.5,8.86,4.22,3.09,7.62,7.39,7.01,0.79,783,1,0,1
2,7.86,4.94,8.35,0.87,6.92,0.41,8.22,6.66,1.94,836,1,0,1
2,6.62,0.49,2.97,0.41,1.36,5.08,0.85,2.47,6.2,484,0,0,1
1,4.9,7.72,2.4,6.8,7.55,5.88,1.05,3.11,8.78,374,0,0,1
1,4.97,4.33,8.1,8.63,8.38,3.75,0.91,5.92,9.22,680,1,0,1
0,7.44,7.05,7.98,7.13,0.62,2.7,9.36,6.24,3.39,797,1,0,1
2,6.39,8.94,2.15,2.57,8.78,2.84,0.17,6.62,9.23,434,0,0,1
1,9.38,8.62,1.47,7.59,1.39,6.54,5.6,4.56,5.5,544,1,0,1
1,7.43,5.61,7.25,9.96,4.51,1.64,8.84,6.13,7.39,756,1,0,1
0,5.02,1.84,0.34,6.2,3.21,5.76,6.88,9.53,2.01,266,0,1,0
2,7.27,9.32,7.4,1.03,5.2,7.21,7.33,5.91,5.05,759,1,0,1
2,8.02,0.87,7.75,6.53,2.65,8.05,5.97,7.93,4.97,810,1,0,1
0,6.63,5.64,6.51,7.8,4.31,0.16,2.83,3.6,4.6,677,1,0,1
2,3.2,5.83,2.8,5.87,4.84,0.62,2.85,4.56,4.86,310,0,0,1
1,0.57,5.72,5.59,6.21,9.58,1.83,1.17,6.74,0.9,330,0,0,1
1,3.2,4.92,1.63,8.01,0.79,3.79,2.8,0.42,8.44,247,0,1,0
2,4.95,7.81,3.92,5.42,8.03,2.93,7.07,1.06,8.35,457,0,0,1
3,9.04,3.25,6.58,5.91,3.45,4.86,6.98,5.26,3.58,798,1,0,1
2,0.59,0.73,0.8,9.2,6.75,3.3,2.18,9.04,4.27,72,0,1,0
1,1.97,4.99,9.09,3.63,2.4,5.9,6.87,5.16,8.04,586,1,0,1
2,5.36,9.8,5.66,5.88,5.41,6.47,9.06,6.28,1.99,572,1,0,1
1,5.68,9.17,1.63,9.89,5.78,3.05,6.0,3.96,1.68,371,0,0,1
1,5.71,7.91,9.01,7.31,6.03,5.07,8.91,2.03,7.55,768,1,0,1
0,1.78,7.82,1.27,6.0,2.42,4.8,1.53,2.31,9.81,160,0,1,0
0,5.67,0.28,5.21,1.6,7.67,3.98,8.08,3.75,9.7,558,1,0,1
0,5.95,6.65,6.64,7.39,1.36,5.12,3.17,7.28,3.26,652,1,0,1
1,5.91,6.11,8.73,0.46,7.92,3.18,5.8,6.13,2.26,761,1,0,1
3,2.1,8.18,3.74,8.12,8.28,3.02,2.89,9.42,9.8,308,0,0,1
2,0.66,8.28,7.04,8.49,3.08,5.17,9.15,3.29,8.29,414,0,0,1
2,6.01,8.07,5.1,5.57,0.62,9.06,5.47,8.02,1.63,573,1,0,1
1,4.33,6.89,0.51,3.5,8.61,0.55,0.48,8.9,9.64,244,0,1,0
3,6.32,9.89,0.18,8.13,8.58,9.62,9.31,5.75,7.51,326,0,0,1
1,1.24,2.16,6.03,0.63,5.97,9.63,8.3,0.96,6.78,385,0,0,1
3,5.71,1.29,1.21,4.86,6.71,1.61,9.55,0.68,7.32,346,0,0,1
2,4.03,7.14,0.53,1.92,0.83,0.81,9.45,4.99,4.44,230,0,1,0
2,6.76,1.76,1.25,7.27,1.19,2.58,7.44,4.97,8.28,400,0,0,1
2,8.77,0.91,4.12,1.83,6.07,5.15,6.86,4.31,6.45,652,1,0,1
1,0.81,8.6,7.36,6.28,2.85,0.57,7.64,2.67,5.41,439,0,0,1
1,9.32,4.86,7.15,6.13,6.22,1.86,5.27,5.0,6.82,843,1,0,1
3,2.95,0.78,4.89,9.29,3.93,1.23,6.1,1.54,2.12,407,0,0,1
0,8.44,4.15,4.65,4.53,5.14,9.99,3.42,3.68,1.57,666,1,0,1
3,3.94,2.79,9.82,0.27,5.95,6.62,6.17,9.45,8.7,721,1,0,1
1,9.55,6.58,4.54,6.47,5.57,6.42,6.53,4.5,7.11,716,1,0,1
3,0.54,3.13,1.82,5.6,2.5,6.8,5.43,2.37,9.85,126,0,1,0
2,0.94,2.07,7.03,6.63,4.8,5.71,2.57,4.91,3.15,424,0,0,1
3,1.37,8.76,8.37,0.58,0.77,8.9,8.76,9.55,3.77,520,1,0,1
0,1.23,0.88,6.3,6.81,5.68,9.68,6.63,4.65,0.38,398,0,0,1
3,2.67,7.08,5.61,6.66,2.6,2.1,6.57,8.0,8.9,435,0,0,1
1,3.84,5.61,3.54,0.81,2.21,0.61,6.11,8.54,6.32,381,0,0,1
3,8.68,8.79,5.64,1.58,5.35,7.33,2.4,3.27,4.21,733,1,0,1
0,6.05,2.91,3.98,9.14,0.62,1.97,7.92,2.87,3.39,512,1,0,1
3,3.31,5.04,6.36,8.3,7.59,6.39,7.85,4.07,4.81,506,1,0,1
3,3.37,4.6,5.87,7.89,0.23,7.2,8.98,3.86,7.52,482,0,0,1
3,0.86,4.5,6.79,9.94,4.43,4.03,8.09,5.79,4.94,408,0,0,1
2,9.07,3.24,7.03,6.53,2.61,4.04,4.37,7.47,1.45,824,1,0,1
3,2.03,3.89,0.64,5.49,3.58,5.55,5.47,3.04,8.14,136,0,1,0
1,5.81,5.0,8.37,4.87,3.54,2.91,0.19,7.49,9.38,736,1,0,1
2,8.65,7.66,1.94,2.99,9.54,6.69,2.81,1.57,4.92,533,1,0,1
1,1.23,7.06,4.38,1.05,4.57,9.92,7.88,6.66,4.35,299,0,1,0
2,4.35,7.0,7.45,5.13,4.58,0.11,1.34,7.23,3.47,617,1,0,1
3,2.24,9.28,4.9,8.27,8.17,5.62,5.21,0.97,7.69,378,0,0,1
2,4.09,9.09,7.57,4.22,5.39,6.27,4.62,5.63,8.76,611,1,0,1
0,8.7,1.28,1.03,4.72,3.09,3.1,2.68,3.08,9.45,483,0,0,1
0,4.69,5.74,5.26,8.38,7.54,8.08,1.02,1.6,6.9,515,1,0,1
3,2.53,3.98,4.05,2.94,9.81,4.68,7.54,2.98,5.84,343,0,0,1
1,1.57,4.57,8.02,3.72,3.06,5.8,4.26,4.38,6.17,509,1,0,1
3,1.84,5.0,6.27,9.2,4.07,2.89,1.21,0.16,7.74,429,0,0,1
2,6.93,8.0,7.57,6.51,8.18,5.61,4.5,7.51,3.84,750,1,0,1
1,4.02,4.57,4.27,5.05,9.11,3.19,8.24,8.92,1.39,429,0,0,1
0,8.97,1.7,7.66,4.42,3.77,2.87,8.47,4.79,2.74,852,1,0,1
1,4.08,0.76,3.15,3.47,7.17,1.5,9.15,4.77,1.56,369,0,0,1
2,1.01,2.48,0.44,7.36,5.6,9.29,6.3,9.88,7.39,74,0,1,0
1,7.52,2.73,6.0,1.15,1.56,1.9,5.08,5.71,6.98,692,1,0,1
0,5.31,5.08,2.85,0.97,6.23,0.28,4.66,4.47,2.21,416,0,0,1
2,3.21,8.27,5.17,3.39,9.51,6.22,0.56,1.66,3.2,439,0,0,1
0,0.67,0.26,1.54,8.7,6.34,1.05,3.34,1.56,7.84,115,0,1,0
3,3.24,0.78,9.14,8.16,9.09,7.71,1.36,2.29,2.87,649,1,0,1
3,6.15,8.6,2.78,2.61,6.94,9.14,0.55,1.22,1.68,456,0,0,1
1,3.81,2.05,1.8,4.17,8.11,0.64,2.57,2.44,3.28,284,0,1,0
1,9.3,7.44,5.67,8.87,5.63,0.78,1.0,9.7,2.59,765,1,0,1
2,9.04,2.56,0.17,3.84,7.27,4.8,5.55,8.95,5.69,454,0,0,1
3,4.72,7.28,1.16,5.16,0.34,4.26,9.62,8.73,4.98,298,0,1,0
1,0.94,5.09,8.92,1.94,9.18,7.11,4.71,7.07,7.34,527,1,0,1
2,3.68,1.06,9.27,1.9,6.18,8.88,0.53,3.83,8.34,678,1,0,1
3,6.87,9.92,3.09,2.16,4.99,8.57,8.99,0.51,8.43,509,1,0,1
0,2.92,4.12,2.1,7.53,1.97,0.77,5.08,8.28,3.03,258,0,1,0
1,2.03,5.22,0.84,2.34,7.77,7.06,6.67,1.01,8.22,147,0,1,0
3,6.74,6.51,1.46,7.12,2.74,2.72,3.56,7.06,6.38,413,0,0,1
1,3.16,2.2,9.84,6.19,1.25,1.6,4.96,6.66,9.41,683,1,0,1
2,2.27,7.09,4.51,3.2,4.18,1.12,8.0,8.68,9.27,357,0,0,1
3,9.67,2.48,9.66,6.06,3.08,0.42,4.68,3.26,9.95,994,1,0,1
1,0.48,1.58,9.66,5.66,0.48,4.57,7.66,2.52,2.56,542,1,0,1
2,2.73,6.84,8.1,3.06,4.46,5.91,3.08,1.35,0.18,572,1,0,1
3,5.42,3.02,0.99,2.95,8.19,2.31,9.83,8.98,6.22,321,0,0,1
3,9.96,5.59,1.46,8.69,0.47,9.23,1.4,5.97,4.62,571,1,0,1
2,1.76,9.34,3.38,4.18,4.44,3.03,8.67,9.67,8.6,273,0,1,0
1,7.88,9.75,0.88,4.62,4.64,6.56,3.38,2.08,0.41,440,0,0,1
3,6.04,4.19,6.15,8.1,0.63,0.2,8.01,9.17,1.97,628,1,0,1
1,9.99,9.78,3.4,2.68,0.24,7.58,0.3,5.84,6.91,678,1,0,1
0,7.01,4.71,8.02,1.22,3.99,6.18,0.71,3.02,5.97,777,1,0,1
0,6.13,1.45,7.81,8.6,8.66,0.62,7.06,2.0,9.07,720,1,0,1
0,2.15,4.49,9.38,9.86,9.9,9.3,1.17,3.06,2.29,611,1,0,1
1,2.4,7.78,9.88,0.94,1.17,2.99,4.7,2.21,4.78,651,1,0,1
1,5.86,1.88,4.88,7.74,0.88,2.38,5.46,7.54,7.88,550,1,0,1
0,4.45,5.46,5.14,6.4,2.8,9.06,9.41,7.27,5.63,497,0,0,1
3,6.85,5.76,6.07,2.67,5.52,0.9,6.9,6.53,2.28,665,1,0,1
1,5.37,6.85,4.1,2.74,5.09,8.84,1.34,5.53,1.84,487,0,0,1
3,6.09,4.96,7.98,9.97,2.35,7.7,2.77,6.06,4.97,729,1,0,1
1,2.66,6.07,5.88,4.5,1.04,9.3,6.93,0.29,1.62,449,0,0,1
3,5.96,7.61,1.32,1.35,8.18,7.24,9.16,0.88,9.55,368,0,0,1
3,3.15,0.35,1.76,8.72,0.31,2.17,9.05,1.21,8.19,249,0,1,0
2,0.2,9.22,9.94,8.86,0.58,2.64,3.38,9.82,1.68,547,1,0,1
0,0.54,8.91,8.64,9.04,2.09,1.32,6.77,3.06,5.58,494,0,0,1
3,4.69,2.33,1.46,6.0,1.63,3.97,7.93,5.93,4.42,310,0,0,1
3,8.65,2.25,5.7,9.97,1.81,0.92,1.43,4.41,4.8,731,1,0,1
0,5.6,0.29,9.15,7.79,9.82,8.14,0.45,3.24,3.68,765,1,0,1
1,5.86,3.7,5.77,4.61,1.25,0.72,0.65,8.76,1.94,599,1,0,1
3,4.23,2.05,5.23,2.81,3.82,6.86,6.99,0.26,0.92,489,0,0,1
3,5.65,0.55,4.86,0.71,2.69,5.72,8.79,5.93,9.43,538,1,0,1
0,0.28,8.95,4.08,5.54,1.62,2.59,2.92,4.83,8.46,237,0,1,0
1,0.97,4.72,5.21,3.38,4.02,5.33,8.25,5.63,8.68,329,0,0,1
2,4.06,6.44,5.53,5.97,4.02,5.94,7.92,2.23,3.69,499,0,0,1
3,3.97,8.83,2.97,6.14,2.53,4.2,0.64,9.89,8.89,359,0,0,1
1,1.53,3.44,4.89,9.59,5.82,1.25,3.42,6.77,7.36,339,0,0,1
2,0.41,3.4,7.24,6.7,8.48,2.5,4.72,3.46,0.25,410,0,0,1
0,2.48,2.69,1.32,2.08,9.31,6.03,8.33,8.33,3.84,194,0,1,0
1,1.49,5.16,0.99,2.42,4.45,8.89,9.93,3.82,10.0,129,0,1,0
3,3.56,6.4,9.98,1.29,3.87,6.93,8.25,1.32,2.98,713,1,0,1
0,0.44,0.99,0.2,7.25,8.65,9.83,7.35,7.81,0.54,33,0,1,0
1,1.89,3.02,6.1,4.59,2.95,9.97,8.96,4.64,1.66,421,0,0,1
0,7.92,3.9,1.11,4.16,3.88,4.38,6.51,7.32,2.51,451,0,0,1
3,6.41,9.82,4.58,4.92,5.52,4.81,6.23,8.22,5.82,566,1,0,1
1,9.51,1.0,5.01,5.75,8.76,2.16,0.69,1.49,5.73,736,1,0,1
0,2.28,0.58,1.63,9.39,9.26,4.86,9.79,2.85,5.92,199,0,1,0
3,2.54,5.92,4.53,6.39,8.13,3.04,8.72,4.58,4.04,371,0,0,1
0,0.52,7.27,6.02,9.66,0.53,4.81,5.04,2.95,4.13,352,0,0,1
1,0.88,9.28,2.83,5.75,8.4,9.54,7.5,7.67,0.68,200,0,1,0
0,5.39,3.42,3.77,8.24,2.09,8.06,9.66,6.5,4.16,468,0,0,1
3,8.08,2.08,7.61,5.47,4.42,2.8,8.01,7.49,2.44,806,1,0,1
0,1.48,0.34,2.55,3.32,0.33,1.48,6.16,8.15,4.69,209,0,1,0
3,7.82,1.32,2.2,7.45,1.19,9.61,7.63,8.03,2.26,503,1,0,1
2,8.13,1.68,1.81,9.69,7.56,4.64,3.58,1.98,1.83,497,0,0,1
0,7.66,3.2,8.98,2.52,2.76,1.51,9.81,4.63,0.57,859,1,0,1
0,9.81,8.76,3.21,1.99,8.72,5.95,9.61,2.71,0.89,659,1,0,1
3,3.8,0.69,0.96,8.28,3.73,4.15,9.19,0.72,3.51,238,0,1,0
0,0.9,6.14,9.25,4.07,5.12,1.29,6.98,9.02,4.23,543,1,0,1
0,9.33,8.28,8.4,9.26,1.16,9.83,1.49,1.44,8.97,913,1,0,1
1,2.71,1.94,7.97,6.76,6.7,8.37,0.95,7.04,0.66,561,1,0,1
2,6.51,4.41,8.61,3.56,2.52,6.29,4.03,9.28,8.07,783,1,0,1
3,6.04,1.6,4.91,0.57,5.85,0.68,7.47,5.59,3.32,560,1,0,1
